ocd_division,email,county,loc_name,address_one,address_two,city,state,zip,start_time,end_time,start_date,end_date,by_appointment_one,by_appointment_two,appointmnents,subject_to_change,index,address_line,directions,hours,photo_uri,hours_open_id,is_drop_box,is_early_voting,latitude,longitude,latlng_source,id
ocd-division/country:us/state:wy/county:albany,jgonzales@co.albany.wy.us,Albany County,Albany County Courthouse,525 Grand Ave,Ste 202,Laramie,WY,82070,9:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,11,"525 Grand Ave Ste 202 Laramie, WY 82070",,09:00 AM - 05:00 PM,,ho43476038,false,true,,,,poll14485596
ocd-division/country:us/state:wy/county:big_horn,Lori.Smallwood@bighorncountywy.gov,Big Horn County,Big Horn County Courthouse,420 West C Street,,Basin,WY,82410,8:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,False,False,False,False,12,"420 West C Street nan Basin, WY 82410",,08:00 AM - 05:00 PM,,ho18164005,false,true,,,,poll14991705
ocd-division/country:us/state:wy/county:big_horn,Lori.Smallwood@bighorncountywy.gov,Big Horn County,Big Horn County Courthouse,420 West C Street,,Basin,WY,82410,8:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,False,False,False,False,13,"420 West C Street nan Basin, WY 82410",,08:00 AM - 05:00 PM,,ho18164005,false,true,,,,poll14991705
ocd-division/country:us/state:wy/county:big_horn,Lori.Smallwood@bighorncountywy.gov,Big Horn County,Big Horn County Courthouse,420 West C Street,,Basin,WY,82410,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,14,"420 West C Street nan Basin, WY 82410",,08:00 AM - 05:00 PM,,ho18164005,false,true,,,,poll14991705
ocd-division/country:us/state:wy/county:big_horn,Lori.Smallwood@bighorncountywy.gov,Big Horn County,Big Horn County Courthouse,420 West C Street,,Basin,WY,82410,8:00:00 - 6:00,17:00:00 - 6:00,10/11/16,10/14/16,False,False,False,False,15,"420 West C Street nan Basin, WY 82410",,08:00 AM - 05:00 PM,,ho18164005,false,true,,,,poll14991705
ocd-division/country:us/state:wy/county:big_horn,Lori.Smallwood@bighorncountywy.gov,Big Horn County,Big Horn County Courthouse,420 West C Street,,Basin,WY,82410,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,16,"420 West C Street nan Basin, WY 82410",,08:00 AM - 05:00 PM,,ho18164005,false,true,,,,poll14991705
ocd-division/country:us/state:wy/county:big_horn,Lori.Smallwood@bighorncountywy.gov,Big Horn County,Big Horn County Courthouse,420 West C Street,,Basin,WY,82410,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,17,"420 West C Street nan Basin, WY 82410",,08:00 AM - 05:00 PM,,ho18164005,false,true,,,,poll14991705
ocd-division/country:us/state:wy/county:big_horn,Lori.Smallwood@bighorncountywy.gov,Big Horn County,Big Horn County Courthouse,420 West C Street,,Basin,WY,82410,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,18,"420 West C Street nan Basin, WY 82410",,08:00 AM - 05:00 PM,,ho18164005,false,true,,,,poll14991705
ocd-division/country:us/state:wy/county:big_horn,Lori.Smallwood@bighorncountywy.gov,Big Horn County,Big Horn County Courthouse,420 West C Street,,Basin,WY,82410,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,19,"420 West C Street nan Basin, WY 82410",,08:00 AM - 05:00 PM,,ho18164005,false,true,,,,poll14991705
ocd-division/country:us/state:wy/county:campbell,sfs02@ccgov.net,Campbell County,Campbell County Courthouse,500 S. Gillette Ave.,Ste 1600,Gillette,WY,82716,8:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,False,False,False,False,20,"500 S. Gillette Ave. Ste 1600 Gillette, WY 82716",,08:00 AM - 05:00 PM,,ho2440073,false,true,,,,poll47475204
ocd-division/country:us/state:wy/county:campbell,sfs02@ccgov.net,Campbell County,Campbell County Courthouse,500 S. Gillette Ave.,Ste 1600,Gillette,WY,82716,8:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,False,False,False,False,21,"500 S. Gillette Ave. Ste 1600 Gillette, WY 82716",,08:00 AM - 05:00 PM,,ho2440073,false,true,,,,poll47475204
ocd-division/country:us/state:wy/county:campbell,sfs02@ccgov.net,Campbell County,Campbell County Courthouse,500 S. Gillette Ave.,Ste 1600,Gillette,WY,82716,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,22,"500 S. Gillette Ave. Ste 1600 Gillette, WY 82716",,08:00 AM - 05:00 PM,,ho2440073,false,true,,,,poll47475204
ocd-division/country:us/state:wy/county:campbell,sfs02@ccgov.net,Campbell County,Campbell County Courthouse,500 S. Gillette Ave.,Ste 1600,Gillette,WY,82716,8:00:00 - 6:00,17:00:00 - 6:00,10/11/16,10/14/16,False,False,False,False,23,"500 S. Gillette Ave. Ste 1600 Gillette, WY 82716",,08:00 AM - 05:00 PM,,ho2440073,false,true,,,,poll47475204
ocd-division/country:us/state:wy/county:campbell,sfs02@ccgov.net,Campbell County,Campbell County Courthouse,500 S. Gillette Ave.,Ste 1600,Gillette,WY,82716,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,24,"500 S. Gillette Ave. Ste 1600 Gillette, WY 82716",,08:00 AM - 05:00 PM,,ho2440073,false,true,,,,poll47475204
ocd-division/country:us/state:wy/county:campbell,sfs02@ccgov.net,Campbell County,Campbell County Courthouse,500 S. Gillette Ave.,Ste 1600,Gillette,WY,82716,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,25,"500 S. Gillette Ave. Ste 1600 Gillette, WY 82716",,08:00 AM - 05:00 PM,,ho2440073,false,true,,,,poll47475204
ocd-division/country:us/state:wy/county:campbell,sfs02@ccgov.net,Campbell County,Campbell County Courthouse,500 S. Gillette Ave.,Ste 1600,Gillette,WY,82716,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,26,"500 S. Gillette Ave. Ste 1600 Gillette, WY 82716",,08:00 AM - 05:00 PM,,ho2440073,false,true,,,,poll47475204
ocd-division/country:us/state:wy/county:campbell,sfs02@ccgov.net,Campbell County,Campbell County Courthouse,500 S. Gillette Ave.,Ste 1600,Gillette,WY,82716,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,27,"500 S. Gillette Ave. Ste 1600 Gillette, WY 82716",,08:00 AM - 05:00 PM,,ho2440073,false,true,,,,poll47475204
ocd-division/country:us/state:wy/county:carbon,gwynnbartlett@carbonwy.com,Carbon County,Carbon County Courthouse,415 W Pine St,,Rawlins,WY,82301,8:00:00 - 6:00,17:00:00 - 6:00,9/29/16,9/30/16,False,False,False,False,28,"415 W Pine St nan Rawlins, WY 82301",,08:00 AM - 05:00 PM,,ho71232352,false,true,,,,poll93021925
ocd-division/country:us/state:wy/county:carbon,gwynnbartlett@carbonwy.com,Carbon County,Carbon County Courthouse,415 W Pine St,,Rawlins,WY,82301,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,29,"415 W Pine St nan Rawlins, WY 82301",,08:00 AM - 05:00 PM,,ho71232352,false,true,,,,poll93021925
ocd-division/country:us/state:wy/county:carbon,gwynnbartlett@carbonwy.com,Carbon County,Carbon County Courthouse,415 W Pine St,,Rawlins,WY,82301,8:00:00 - 6:00,17:00:00 - 6:00,10/10/16,10/14/16,False,False,False,False,30,"415 W Pine St nan Rawlins, WY 82301",,08:00 AM - 05:00 PM,,ho71232352,false,true,,,,poll93021925
ocd-division/country:us/state:wy/county:carbon,gwynnbartlett@carbonwy.com,Carbon County,Carbon County Courthouse,415 W Pine St,,Rawlins,WY,82301,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,31,"415 W Pine St nan Rawlins, WY 82301",,08:00 AM - 05:00 PM,,ho71232352,false,true,,,,poll93021925
ocd-division/country:us/state:wy/county:carbon,gwynnbartlett@carbonwy.com,Carbon County,Carbon County Courthouse,415 W Pine St,,Rawlins,WY,82301,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,32,"415 W Pine St nan Rawlins, WY 82301",,08:00 AM - 05:00 PM,,ho71232352,false,true,,,,poll93021925
ocd-division/country:us/state:wy/county:carbon,gwynnbartlett@carbonwy.com,Carbon County,Carbon County Courthouse,415 W Pine St,,Rawlins,WY,82301,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,33,"415 W Pine St nan Rawlins, WY 82301",,08:00 AM - 05:00 PM,,ho71232352,false,true,,,,poll93021925
ocd-division/country:us/state:wy/county:carbon,gwynnbartlett@carbonwy.com,Carbon County,Carbon County Courthouse,415 W Pine St,,Rawlins,WY,82301,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,34,"415 W Pine St nan Rawlins, WY 82301",,08:00 AM - 05:00 PM,,ho71232352,false,true,,,,poll93021925
ocd-division/country:us/state:wy/county:converse,lucile.taylor@conversecountywy.gov,Converse County,Converse County Courthouse,107 North 5th Street,Ste 114,Douglas,WY,82633-2448,8:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,False,False,False,False,35,"107 North 5th Street Ste 114 Douglas, WY 82633-2448",,08:00 AM - 05:00 PM,,ho69938607,false,true,,,,poll71213601
ocd-division/country:us/state:wy/county:converse,lucile.taylor@conversecountywy.gov,Converse County,Converse County Courthouse,107 North 5th Street,Ste 114,Douglas,WY,82633-2448,8:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,False,False,False,False,36,"107 North 5th Street Ste 114 Douglas, WY 82633-2448",,08:00 AM - 05:00 PM,,ho69938607,false,true,,,,poll71213601
ocd-division/country:us/state:wy/county:converse,lucile.taylor@conversecountywy.gov,Converse County,Converse County Courthouse,107 North 5th Street,Ste 114,Douglas,WY,82633-2448,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,37,"107 North 5th Street Ste 114 Douglas, WY 82633-2448",,08:00 AM - 05:00 PM,,ho69938607,false,true,,,,poll71213601
ocd-division/country:us/state:wy/county:converse,lucile.taylor@conversecountywy.gov,Converse County,Converse County Courthouse,107 North 5th Street,Ste 114,Douglas,WY,82633-2448,8:00:00 - 6:00,17:00:00 - 6:00,10/10/16,10/14/16,False,False,False,False,38,"107 North 5th Street Ste 114 Douglas, WY 82633-2448",,08:00 AM - 05:00 PM,,ho69938607,false,true,,,,poll71213601
ocd-division/country:us/state:wy/county:converse,lucile.taylor@conversecountywy.gov,Converse County,Converse County Courthouse,107 North 5th Street,Ste 114,Douglas,WY,82633-2448,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,39,"107 North 5th Street Ste 114 Douglas, WY 82633-2448",,08:00 AM - 05:00 PM,,ho69938607,false,true,,,,poll71213601
ocd-division/country:us/state:wy/county:converse,lucile.taylor@conversecountywy.gov,Converse County,Converse County Courthouse,107 North 5th Street,Ste 114,Douglas,WY,82633-2448,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,40,"107 North 5th Street Ste 114 Douglas, WY 82633-2448",,08:00 AM - 05:00 PM,,ho69938607,false,true,,,,poll71213601
ocd-division/country:us/state:wy/county:converse,lucile.taylor@conversecountywy.gov,Converse County,Converse County Courthouse,107 North 5th Street,Ste 114,Douglas,WY,82633-2448,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,41,"107 North 5th Street Ste 114 Douglas, WY 82633-2448",,08:00 AM - 05:00 PM,,ho69938607,false,true,,,,poll71213601
ocd-division/country:us/state:wy/county:converse,lucile.taylor@conversecountywy.gov,Converse County,Converse County Courthouse,107 North 5th Street,Ste 114,Douglas,WY,82633-2448,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,42,"107 North 5th Street Ste 114 Douglas, WY 82633-2448",,08:00 AM - 05:00 PM,,ho69938607,false,true,,,,poll71213601
ocd-division/country:us/state:wy/county:crook,LindaF@crookcounty.wy.gov,Crook County,Crook County Courthouse,309 Cleveland Street,,Sundance,WY,82729,8:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,False,False,False,False,43,"309 Cleveland Street nan Sundance, WY 82729",,08:00 AM - 05:00 PM,,ho36600079,false,true,,,,poll9976
ocd-division/country:us/state:wy/county:crook,LindaF@crookcounty.wy.gov,Crook County,Crook County Courthouse,309 Cleveland Street,,Sundance,WY,82729,8:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,False,False,False,False,44,"309 Cleveland Street nan Sundance, WY 82729",,08:00 AM - 05:00 PM,,ho36600079,false,true,,,,poll9976
ocd-division/country:us/state:wy/county:crook,LindaF@crookcounty.wy.gov,Crook County,Crook County Courthouse,309 Cleveland Street,,Sundance,WY,82729,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,45,"309 Cleveland Street nan Sundance, WY 82729",,08:00 AM - 05:00 PM,,ho36600079,false,true,,,,poll9976
ocd-division/country:us/state:wy/county:crook,LindaF@crookcounty.wy.gov,Crook County,Crook County Courthouse,309 Cleveland Street,,Sundance,WY,82729,8:00:00 - 6:00,17:00:00 - 6:00,10/11/16,10/14/16,False,False,False,False,46,"309 Cleveland Street nan Sundance, WY 82729",,08:00 AM - 05:00 PM,,ho36600079,false,true,,,,poll9976
ocd-division/country:us/state:wy/county:crook,LindaF@crookcounty.wy.gov,Crook County,Crook County Courthouse,309 Cleveland Street,,Sundance,WY,82729,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,47,"309 Cleveland Street nan Sundance, WY 82729",,08:00 AM - 05:00 PM,,ho36600079,false,true,,,,poll9976
ocd-division/country:us/state:wy/county:crook,LindaF@crookcounty.wy.gov,Crook County,Crook County Courthouse,309 Cleveland Street,,Sundance,WY,82729,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,48,"309 Cleveland Street nan Sundance, WY 82729",,08:00 AM - 05:00 PM,,ho36600079,false,true,,,,poll9976
ocd-division/country:us/state:wy/county:crook,LindaF@crookcounty.wy.gov,Crook County,Crook County Courthouse,309 Cleveland Street,,Sundance,WY,82729,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,49,"309 Cleveland Street nan Sundance, WY 82729",,08:00 AM - 05:00 PM,,ho36600079,false,true,,,,poll9976
ocd-division/country:us/state:wy/county:crook,LindaF@crookcounty.wy.gov,Crook County,Crook County Courthouse,309 Cleveland Street,,Sundance,WY,82729,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,50,"309 Cleveland Street nan Sundance, WY 82729",,08:00 AM - 05:00 PM,,ho36600079,false,true,,,,poll9976
ocd-division/country:us/state:wy/county:fremont,julie.freese@fremontcountygovernment.org,Fremont County,Fremont County Courthouse,450 North 2nd Street,Rm 220,Lander,WY,82520-0090,8:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,False,False,False,False,51,"450 North 2nd Street Rm 220 Lander, WY 82520-0090",,08:00 AM - 05:00 PM,,ho77623622,false,true,,,,poll26537244
ocd-division/country:us/state:wy/county:fremont,julie.freese@fremontcountygovernment.org,Fremont County,Fremont County Courthouse,450 North 2nd Street,Rm 220,Lander,WY,82520-0090,8:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,False,False,False,False,52,"450 North 2nd Street Rm 220 Lander, WY 82520-0090",,08:00 AM - 05:00 PM,,ho77623622,false,true,,,,poll26537244
ocd-division/country:us/state:wy/county:fremont,julie.freese@fremontcountygovernment.org,Fremont County,Fremont County Courthouse,450 North 2nd Street,Rm 220,Lander,WY,82520-0090,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,53,"450 North 2nd Street Rm 220 Lander, WY 82520-0090",,08:00 AM - 05:00 PM,,ho77623622,false,true,,,,poll26537244
ocd-division/country:us/state:wy/county:fremont,julie.freese@fremontcountygovernment.org,Fremont County,Fremont County Courthouse,450 North 2nd Street,Rm 220,Lander,WY,82520-0090,8:00:00 - 6:00,17:00:00 - 6:00,10/10/16,10/14/16,False,False,False,False,54,"450 North 2nd Street Rm 220 Lander, WY 82520-0090",,08:00 AM - 05:00 PM,,ho77623622,false,true,,,,poll26537244
ocd-division/country:us/state:wy/county:fremont,julie.freese@fremontcountygovernment.org,Fremont County,Fremont County Courthouse,450 North 2nd Street,Rm 220,Lander,WY,82520-0090,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,55,"450 North 2nd Street Rm 220 Lander, WY 82520-0090",,08:00 AM - 05:00 PM,,ho77623622,false,true,,,,poll26537244
ocd-division/country:us/state:wy/county:fremont,julie.freese@fremontcountygovernment.org,Fremont County,Fremont County Courthouse,450 North 2nd Street,Rm 220,Lander,WY,82520-0090,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,56,"450 North 2nd Street Rm 220 Lander, WY 82520-0090",,08:00 AM - 05:00 PM,,ho77623622,false,true,,,,poll26537244
ocd-division/country:us/state:wy/county:fremont,julie.freese@fremontcountygovernment.org,Fremont County,Fremont County Courthouse,450 North 2nd Street,Rm 220,Lander,WY,82520-0090,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,57,"450 North 2nd Street Rm 220 Lander, WY 82520-0090",,08:00 AM - 05:00 PM,,ho77623622,false,true,,,,poll26537244
ocd-division/country:us/state:wy/county:fremont,julie.freese@fremontcountygovernment.org,Fremont County,Fremont County Courthouse,450 North 2nd Street,Rm 220,Lander,WY,82520-0090,8:00:00 - 7:00,17:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,58,"450 North 2nd Street Rm 220 Lander, WY 82520-0090",,08:00 AM - 05:00 PM,,ho77623622,false,true,,,,poll26537244
ocd-division/country:us/state:wy/county:goshen,ckenyon@goshencounty.org,Goshen County,Goshen County Courthouse,2125 East A Street,,Torrington,WY,82240,7:30:00 - 6:00,16:00:00 - 6:00,9/23/16,9/23/16,False,False,False,False,59,"2125 East A Street nan Torrington, WY 82240",,07:30 AM - 04:00 PM,,ho13173098,false,true,,,,poll62665070
ocd-division/country:us/state:wy/county:goshen,ckenyon@goshencounty.org,Goshen County,Goshen County Courthouse,2125 East A Street,,Torrington,WY,82240,7:30:00 - 6:00,16:00:00 - 6:00,9/26/16,9/30/16,False,False,False,False,60,"2125 East A Street nan Torrington, WY 82240",,07:30 AM - 04:00 PM,,ho13173098,false,true,,,,poll62665070
ocd-division/country:us/state:wy/county:goshen,ckenyon@goshencounty.org,Goshen County,Goshen County Courthouse,2125 East A Street,,Torrington,WY,82240,7:30:00 - 6:00,16:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,61,"2125 East A Street nan Torrington, WY 82240",,07:30 AM - 04:00 PM,,ho13173098,false,true,,,,poll62665070
ocd-division/country:us/state:wy/county:goshen,ckenyon@goshencounty.org,Goshen County,Goshen County Courthouse,2125 East A Street,,Torrington,WY,82240,7:30:00 - 6:00,16:00:00 - 6:00,10/11/16,10/14/16,False,False,False,False,62,"2125 East A Street nan Torrington, WY 82240",,07:30 AM - 04:00 PM,,ho13173098,false,true,,,,poll62665070
ocd-division/country:us/state:wy/county:goshen,ckenyon@goshencounty.org,Goshen County,Goshen County Courthouse,2125 East A Street,,Torrington,WY,82240,7:30:00 - 6:00,16:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,63,"2125 East A Street nan Torrington, WY 82240",,07:30 AM - 04:00 PM,,ho13173098,false,true,,,,poll62665070
ocd-division/country:us/state:wy/county:goshen,ckenyon@goshencounty.org,Goshen County,Goshen County Courthouse,2125 East A Street,,Torrington,WY,82240,7:30:00 - 6:00,16:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,64,"2125 East A Street nan Torrington, WY 82240",,07:30 AM - 04:00 PM,,ho13173098,false,true,,,,poll62665070
ocd-division/country:us/state:wy/county:goshen,ckenyon@goshencounty.org,Goshen County,Goshen County Courthouse,2125 East A Street,,Torrington,WY,82240,7:30:00 - 6:00,16:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,65,"2125 East A Street nan Torrington, WY 82240",,07:30 AM - 04:00 PM,,ho13173098,false,true,,,,poll62665070
ocd-division/country:us/state:wy/county:goshen,ckenyon@goshencounty.org,Goshen County,Goshen County Courthouse,2125 East A Street,,Torrington,WY,82240,7:30:00 - 7:00,16:00:00 - 7:00,11/7/16,11/7/16,False,False,False,False,66,"2125 East A Street nan Torrington, WY 82240",,07:30 AM - 04:00 PM,,ho13173098,false,true,,,,poll62665070
ocd-division/country:us/state:wy/county:hot_springs,ninaw@hscounty.com,Hot Springs County,Hot Springs County Courthouse,415 Arapahoe,,Thermopolis,WY,82443-2783,8:00:00 - 6:00,17:00:00 - 6:00,9/23/16,9/23/16,False,False,False,False,67,"415 Arapahoe nan Thermopolis, WY 82443-2783",,08:00 AM - 05:00 PM,,ho2274314,false,true,,,,poll41834629
ocd-division/country:us/state:wy/county:hot_springs,ninaw@hscounty.com,Hot Springs County,Hot Springs County Courthouse,415 Arapahoe,,Thermopolis,WY,82443-2783,8:00:00 - 6:00,17:00:00 - 6:00,9/26/16,9/30/16,False,False,False,False,68,"415 Arapahoe nan Thermopolis, WY 82443-2783",,08:00 AM - 05:00 PM,,ho2274314,false,true,,,,poll41834629
ocd-division/country:us/state:wy/county:hot_springs,ninaw@hscounty.com,Hot Springs County,Hot Springs County Courthouse,415 Arapahoe,,Thermopolis,WY,82443-2783,8:00:00 - 6:00,17:00:00 - 6:00,10/3/16,10/7/16,False,False,False,False,69,"415 Arapahoe nan Thermopolis, WY 82443-2783",,08:00 AM - 05:00 PM,,ho2274314,false,true,,,,poll41834629
ocd-division/country:us/state:wy/county:hot_springs,ninaw@hscounty.com,Hot Springs County,Hot Springs County Courthouse,415 Arapahoe,,Thermopolis,WY,82443-2783,8:00:00 - 6:00,17:00:00 - 6:00,10/11/16,10/14/16,False,False,False,False,70,"415 Arapahoe nan Thermopolis, WY 82443-2783",,08:00 AM - 05:00 PM,,ho2274314,false,true,,,,poll41834629
ocd-division/country:us/state:wy/county:hot_springs,ninaw@hscounty.com,Hot Springs County,Hot Springs County Courthouse,415 Arapahoe,,Thermopolis,WY,82443-2783,8:00:00 - 6:00,17:00:00 - 6:00,10/17/16,10/21/16,False,False,False,False,71,"415 Arapahoe nan Thermopolis, WY 82443-2783",,08:00 AM - 05:00 PM,,ho2274314,false,true,,,,poll41834629
ocd-division/country:us/state:wy/county:hot_springs,ninaw@hscounty.com,Hot Springs County,Hot Springs County Courthouse,415 Arapahoe,,Thermopolis,WY,82443-2783,8:00:00 - 6:00,17:00:00 - 6:00,10/24/16,10/28/16,False,False,False,False,72,"415 Arapahoe nan Thermopolis, WY 82443-2783",,08:00 AM - 05:00 PM,,ho2274314,false,true,,,,poll41834629
ocd-division/country:us/state:wy/county:hot_springs,ninaw@hscounty.com,Hot Springs County,Hot Springs County Courthouse,415 Arapahoe,,Thermopolis,WY,82443-2783,8:00:00 - 6:00,17:00:00 - 6:00,10/31/16,11/4/16,False,False,False,False,73,"415 Arapahoe nan Thermopolis, WY 82443-2783",,08:00 AM - 05:00 PM,,ho2274314,false,true,,,,poll41834629
