ocd-division,County,Location Name,Address 1,Address 2,City,State,Zip,start_time,end_time,start_date,end_date,is_only_by_appointment,is_or_by_appointment,is_subject_to_change
ocd-division/country:us/state:ia/county:appanoose,Appanoose County,,201 N. 12th St,,Centerville,IA,52544,08:30:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:appanoose,Appanoose County,,201 N. 12th St,,Centerville,IA,52544,08:30:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:appanoose,Appanoose County,,201 N. 12th St,,Centerville,IA,52544,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:appanoose,Appanoose County,,201 N. 12th St,,Centerville,IA,52544,08:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:appanoose,Appanoose County,,201 N. 12th St,,Centerville,IA,52544,08:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:appanoose,Appanoose County,,201 N. 12th St,,Centerville,IA,52544,08:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:appanoose,Appanoose County,,201 N. 12th St,,Centerville,IA,52544,08:30:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:audubon,Audubon County,,318 Leroy St,#4,Audubon,IA,50025,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:audubon,Audubon County,,318 Leroy St,#4,Audubon,IA,50025,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:audubon,Audubon County,,318 Leroy St,#4,Audubon,IA,50025,08:00:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:audubon,Audubon County,,318 Leroy St,#4,Audubon,IA,50025,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:audubon,Audubon County,,318 Leroy St,#4,Audubon,IA,50025,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:audubon,Audubon County,,318 Leroy St,#4,Audubon,IA,50025,09:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:audubon,Audubon County,,318 Leroy St,#4,Audubon,IA,50025,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:audubon,Audubon County,,318 Leroy St,#4,Audubon,IA,50025,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:audubon,Audubon County,,318 Leroy St,#4,Audubon,IA,50025,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:benton,Benton County,,111 E. 4th St,,Vinton,IA,52349,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:benton,Benton County,,111 E. 4th St,,Vinton,IA,52349,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:benton,Benton County,,111 E. 4th St,,Vinton,IA,52349,08:00:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:benton,Benton County,,111 E. 4th St,,Vinton,IA,52349,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:benton,Benton County,,111 E. 4th St,,Vinton,IA,52349,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:benton,Benton County,,111 E. 4th St,,Vinton,IA,52349,08:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:benton,Benton County,,111 E. 4th St,,Vinton,IA,52349,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:benton,Benton County,,111 E. 4th St,,Vinton,IA,52349,08:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:benton,Benton County,,111 E. 4th St,,Vinton,IA,52349,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:black_hawk,Black Hawk County,,316 E. 5th St,,Waterloo,IA,50703,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:black_hawk,Black Hawk County,,316 E. 5th St,,Waterloo,IA,50703,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:black_hawk,Black Hawk County,,316 E. 5th St,,Waterloo,IA,50703,08:00:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:black_hawk,Black Hawk County,,316 E. 5th St,,Waterloo,IA,50703,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:black_hawk,Black Hawk County,,316 E. 5th St,,Waterloo,IA,50703,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:black_hawk,Black Hawk County,,316 E. 5th St,,Waterloo,IA,50703,08:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:black_hawk,Black Hawk County,,316 E. 5th St,,Waterloo,IA,50703,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:black_hawk,Black Hawk County,,316 E. 5th St,,Waterloo,IA,50703,08:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:black_hawk,Black Hawk County,,316 E. 5th St,,Waterloo,IA,50703,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:boone,Boone County,,201 State St,,Boone,IA,50036,08:00:00 - 05:00,16:40:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:boone,Boone County,,201 State St,,Boone,IA,50036,08:00:00 - 05:00,16:40:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:boone,Boone County,,201 State St,,Boone,IA,50036,08:00:00 - 05:00,16:40:00 - 05:00,10/10/16,10/14/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:boone,Boone County,,201 State St,,Boone,IA,50036,08:00:00 - 05:00,16:40:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:boone,Boone County,,201 State St,,Boone,IA,50036,08:00:00 - 05:00,16:40:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:boone,Boone County,,201 State St,,Boone,IA,50036,08:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:boone,Boone County,,201 State St,,Boone,IA,50036,08:00:00 - 05:00,16:40:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:boone,Boone County,,201 State St,,Boone,IA,50036,08:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:boone,Boone County,,201 State St,,Boone,IA,50036,08:00:00 - 06:00,16:40:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:bremer,Bremer County,,415 E. Bremer,,Waverly,IA,50677,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:bremer,Bremer County,,415 E. Bremer,,Waverly,IA,50677,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:bremer,Bremer County,,415 E. Bremer,,Waverly,IA,50677,08:00:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:bremer,Bremer County,,415 E. Bremer,,Waverly,IA,50677,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:bremer,Bremer County,,415 E. Bremer,,Waverly,IA,50677,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:bremer,Bremer County,,415 E. Bremer,,Waverly,IA,50677,08:00:00 - 06:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:bremer,Bremer County,,415 E. Bremer,,Waverly,IA,50677,08:00:00 - 06:00,16:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:bremer,Bremer County,,415 E. Bremer,,Waverly,IA,50677,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:bremer,Bremer County,,415 E. Bremer,,Waverly,IA,50677,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buchanan,Buchanan County,,210 5th Avenue NE,,Independence,IA,50644,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buchanan,Buchanan County,,210 5th Avenue NE,,Independence,IA,50644,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buchanan,Buchanan County,,210 5th Avenue NE,,Independence,IA,50644,08:00:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buchanan,Buchanan County,,210 5th Avenue NE,,Independence,IA,50644,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buchanan,Buchanan County,,210 5th Avenue NE,,Independence,IA,50644,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buchanan,Buchanan County,,210 5th Avenue NE,,Independence,IA,50644,08:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buchanan,Buchanan County,,210 5th Avenue NE,,Independence,IA,50644,08:00:00 - 05:00,17:00:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buchanan,Buchanan County,,210 5th Avenue NE,,Independence,IA,50644,08:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buchanan,Buchanan County,,210 5th Avenue NE,,Independence,IA,50644,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buena_vista,Buena Vista County,,215 E. 5th St,,Storm Lake,IA,50588,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buena_vista,Buena Vista County,,215 E. 5th St,,Storm Lake,IA,50588,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buena_vista,Buena Vista County,,215 E. 5th St,,Storm Lake,IA,50588,08:00:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buena_vista,Buena Vista County,,215 E. 5th St,,Storm Lake,IA,50588,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buena_vista,Buena Vista County,,215 E. 5th St,,Storm Lake,IA,50588,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buena_vista,Buena Vista County,,215 E. 5th St,,Storm Lake,IA,50588,08:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buena_vista,Buena Vista County,,215 E. 5th St,,Storm Lake,IA,50588,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buena_vista,Buena Vista County,,215 E. 5th St,,Storm Lake,IA,50588,08:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:buena_vista,Buena Vista County,,215 E. 5th St,,Storm Lake,IA,50588,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:butler,Butler County,,428 6th St,,Allison,IA,50602,07:30:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:butler,Butler County,,428 6th St,,Allison,IA,50602,07:30:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:butler,Butler County,,428 6th St,,Allison,IA,50602,07:30:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:butler,Butler County,,428 6th St,,Allison,IA,50602,07:30:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:butler,Butler County,,428 6th St,,Allison,IA,50602,07:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:butler,Butler County,,428 6th St,,Allison,IA,50602,08:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:butler,Butler County,,428 6th St,,Allison,IA,50602,07:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:butler,Butler County,,428 6th St,,Allison,IA,50602,08:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:butler,Butler County,,428 6th St,,Allison,IA,50602,07:30:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:calhoun,Calhoun County,,416 4th St,Ste 1,Rockwell City,IA,50579,08:30:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:calhoun,Calhoun County,,416 4th St,Ste 1,Rockwell City,IA,50579,08:30:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:calhoun,Calhoun County,,416 4th St,Ste 1,Rockwell City,IA,50579,08:30:00 - 06:00,16:30:00 - 05:00,10/10/16,10/14/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:calhoun,Calhoun County,,416 4th St,Ste 1,Rockwell City,IA,50579,08:30:00 - 06:00,16:30:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:calhoun,Calhoun County,,416 4th St,Ste 1,Rockwell City,IA,50579,08:30:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:calhoun,Calhoun County,,416 4th St,Ste 1,Rockwell City,IA,50579,08:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:calhoun,Calhoun County,,416 4th St,Ste 1,Rockwell City,IA,50579,08:30:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:calhoun,Calhoun County,,416 4th St,Ste 1,Rockwell City,IA,50579,09:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:calhoun,Calhoun County,,416 4th St,Ste 1,Rockwell City,IA,50579,08:30:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:carroll,Carroll County,,114 E. 6th St,,Carroll,IA,51401,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:carroll,Carroll County,,114 E. 6th St,,Carroll,IA,51401,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:carroll,Carroll County,,114 E. 6th St,,Carroll,IA,51401,08:00:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:carroll,Carroll County,,114 E. 6th St,,Carroll,IA,51401,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:carroll,Carroll County,,114 E. 6th St,,Carroll,IA,51401,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:carroll,Carroll County,,114 E. 6th St,,Carroll,IA,51401,08:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:carroll,Carroll County,,114 E. 6th St,,Carroll,IA,51401,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:carroll,Carroll County,,114 E. 6th St,,Carroll,IA,51401,08:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:carroll,Carroll County,,114 E. 6th St,,Carroll,IA,51401,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:cass,Cass County,,5 W. 7th St,,Atlantic,IA,50022,08:00:00 - 05:00,16:30:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:cass,Cass County,,5 W. 7th St,,Atlantic,IA,50022,08:00:00 - 05:00,16:30:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:cass,Cass County,,5 W. 7th St,,Atlantic,IA,50022,08:00:00 - 05:00,16:30:00 - 05:00,10/10/16,10/14/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:cass,Cass County,,5 W. 7th St,,Atlantic,IA,50022,08:00:00 - 05:00,16:30:00 - 05:00,10/17/16,10/21/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:cass,Cass County,,5 W. 7th St,,Atlantic,IA,50022,08:00:00 - 05:00,16:30:00 - 05:00,10/24/16,10/28/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:cass,Cass County,,5 W. 7th St,,Atlantic,IA,50022,08:00:00 - 05:00,17:00:00 - 05:00,10/29/16,10/29/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:cass,Cass County,,5 W. 7th St,,Atlantic,IA,50022,08:00:00 - 05:00,16:30:00 - 05:00,10/31/16,11/4/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:cass,Cass County,,5 W. 7th St,,Atlantic,IA,50022,08:00:00 - 05:00,17:00:00 - 05:00,11/5/16,11/5/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:cass,Cass County,,5 W. 7th St,,Atlantic,IA,50022,08:00:00 - 06:00,16:30:00 - 06:00,11/7/16,11/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:cedar,Cedar County,,400 Cedar St,,Tipton,IA,52772,08:00:00 - 05:00,16:00:00 - 05:00,9/29/16,9/30/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:cedar,Cedar County,,400 Cedar St,,Tipton,IA,52772,08:00:00 - 05:00,16:00:00 - 05:00,10/3/16,10/7/16,FALSE,FALSE,FALSE
ocd-division/country:us/state:ia/county:cedar,Cedar County,,400 Cedar St,,Tipton,IA,52772,08:00:00 - 05:00,16:00:00 - 05:00,10/10/16,10/14/16,FALSE,FALSE,FALSE
